Công ty,Hình ảnh logo,Giới thiệu công ty,Quy mô công ty,Quốc Gia,Website công ty,Tagline,Lĩnh vực công ty,Địa chỉ công ty
GKIM VIỆT NAM,https://assets.topdev.vn/images/2024/05/23/TopDev-dvfgdfhgd-1716454426.png,"A Software Studio that Knows Business About GKIM Digital GKIM's main focus is on designing, building and operating technology platforms for ambitious customers in telehealth and other industries. Our mission is to deliver beautiful products that bring real value to businesses around the world, help them grow, increase engagement and revenues through high production values and process automation. Our teams work on various projects from digital business platforms to games. GKIM is an established software production and technology company with offices in the UK and Vietnam. We serve the international standards of a global client base with highly experienced western management and the hand-picked stars of our Asian team. GKIM is growing rapidly. We are looking for smart and ambitious individuals to join our team. GKIM values Are you looking for a collaborative workplace with great teams and inspiring leaders? You’ve come to the right place! We’re looking for ambitious IT professionals who share our values. At GKIM, we work together in high performance, cross functional teams and treat each person as a crucial part of our organization, nurturing talents to grow with us. If this sounds like something you'd like. We’d love to hear from you! Hr@gkxim.com",25-99,Vietnam,https://www.gkxim.com/,A Software Studio that Knows Business,Software,"Thành phố Thủ Đức, Hồ Chí Minh"
CÔNG TY CỔ PHẦN CHỨNG KHOÁN VPBANK,https://assets.topdev.vn/images/2022/05/10/TopDev-MicrosoftTeams-image2-TngNguynXun-1652147637.png,"Trở thành định chế tài chính công nghệ số 1 Việt Nam, với năng lực và uy tín vươn tầm quốc tế. Là điểm đến duy nhất thỏa mãn tất cả các nhu cầu về dịch vụ tài chính đầu tư của khách hàng với trải nghiệm đơn giản và thân thiện nhất. CHỨNG KHOÁN VPBANK Là công ty thành viên nằm trong hệ sinh thái tài chính Ngân hàng TMCP Việt Nam Thịnh vượng VPBank, Chứng khoán VPBank được Ủy ban Chứng khoán Nhà nước cấp phép thành lập theo Giấy phép số 106/UBCK-GP ngày 08/04/2009 Sứ mệnh: Ở vị trí trung tâm dòng chảy vốn, chúng tôi sẽ cùng gây dựng, vun đắp sự thịnh vượng cho Khách hàng, Đối tác và Cộng đồng thông qua công nghệ thông minh và trải nghiệm tài chính đầu tư tối giản Giá trị cốt lõi: Khách hàng là trọng tâm Hợp tác và kết nối Không ngừng đổi mới Luôn luôn sẵn sàng Ngân hàng đầu tư Chứng khoán VPBank cung cấp các giải pháp toàn diện cho khách hàng tổ chức, doanh nghiệp để phù hợp với chiến lược kinh doanh trong tình hình thị trường đầy biến động, được thực hiện bởi đội ngũ tư vấn am hiểu và giàu kinh nghiệm. VPBanks hỗ trợ doanh nghiệp lựa chọn giải pháp huy động vốn tối ưu, phù hợp với kế hoạch kinh doanh của công ty, đảm bảo các chỉ tiêu về cơ cấu vốn, cơ cấu cổ đông tối ưu, đồng thời hỗ trợ khách hàng thực hiện các giải pháp nhằm đạt kết quả tốt nhất trong các lĩnh vực tài chính, thương hiệu và quan hệ đối tác. Với các chuyên gia kinh nghiệm trong lĩnh vực tư vấn niêm yết, đăng ký UPCOM, Chứng khoán VPBank cung cấp cho khách hàng dịch vụ chuyên nghiệp nhằm đạt được lợi ích tối đa khi niêm yết trên sàn chứng khoán Việt Nam, tạo dựng thương hiệu cho doanh nghiệp và lợi ích cho nhà đầu tư. VPBankS hỗ trợ khách hàng trong việc đưa ra các giải pháp về vốn vay và cấu trúc sản phẩm nợ phù hợp với điều kiện của doanh nghiệp, diễn biến thị trường, đem đến giải pháp tài chính tối ưu đáp ứng nhu cầu tài chính của khách hàng. Với lợi thế có sự hỗ trợ từ ngân hàng mẹ VPBank và mạng lưới nhà đầu tư chuyên nghiệp và các định chế tài chính của VPBankS cùng với khả năng và kinh nghiệm trong hoạt động đầu tư tài chính, chúng tôi có khả năng cung cấp các giải pháp đồng bộ trên thị trường nợ, mang lại giá trị cho khách hàng. Tư vấn tài chính doanh nghiệp VPBankS cung cấp các dịch vụ tư vấn tài chính trọn gói bao gồm việc hỗ trợ doanh nghiệp xây dựng kế hoạch tài chính để giúp doanh nghiệp trong việc xác định nhu cầu vốn, quản lý dòng tiền và đưa ra các quyết định tài chính và đầu tư đúng đắn. VPBankS cung cấp các giải pháp toàn diện cho khách hàng để phù hợp với chiến lược kinh doanh trong tình hình thị trường đầy biến động, được thực hiện bởi đội ngũ tư vấn am hiểu và giàu kinh nghiệm. Các dịch vụ cung cấp bao gồm tư vấn các thương vụ mua bán, sáp nhập, tư vấn định giá doanh nghiệp và cổ phần, xây dựng cấu trúc giao dịch, tìm kiếm đối tác chiến lược trong và ngoài nước.",100-499,Vietnam,https://www.vpbanks.com.vn/,THỊNH VƯỢNG TRONG TẦM TAY,Fintech,"Quận Đống Đa, Hà Nội"
CÔNG TY TNHH BẢO HIỂM NHÂN THỌ GENERALI VIỆT NAM,https://assets.topdev.vn/images/2024/06/11/TopDev-c6a5a0993164e2aac8b8d1a5519bfc33-1718095564.png,"Generali Vietnam tự hào thuộc tập đoàn Generali, được thành lập năm 1831 tại Trieste, Ý. Generali đã được Hiệp hội các Công ty Bảo hiểm Quốc gia Ý ANIA công nhận là Tập đoàn Bảo hiểm Số 1 tại Ý với doanh thu xuất sắc trong 02 năm liên tiếp (2021-2022)(*). Đây là một thành tích đáng tự hào, khẳng định vị thế hàng đầu của Generali trên thị trường bảo hiểm thế giới. Generali Việt Nam tiếp tục duy trì các giá trị và tiêu chuẩn được đặt ra bởi Tập đoàn Generali. Các sản phẩm bảo hiểm minh bạch và dịch vụ chất lượng của Generali Việt Nam được thiết kế dựa trên nền tảng vững chắc của Tập đoàn Generali, với sự thấu hiểu sâu sắc về nhu cầu của khách hàng Việt Nam.",,,https://generali.vn/,Generali - Người bạn trọn đời của khách hàng,,"Quận 3, Hồ Chí Minh"
Smilegate Vietnam,https://assets.topdev.vn/images/2024/06/07/TopDev-c596dd04b2cb190d4ec93367702d2338-1717746067.png,"Smilegate is a Mega Value Innovator in Entertainment headquartered in Korea, since its foundation in 2002, Smilegate has continuously strived for happier lives and a more hopeful society by developing and providing quality games and content. Smilegate operates businesses in areas of game development and services, investments, and social contributions; develops and discovers various games and cultural content; and provides them as global services by increasing their value. The representative game is CROSSFIRE that world’s no.1 online FPS game with more than 670 million players from 80 countries, has surprising records such as having over 8 million concurrent users, has reached $10.5 billion sales revenue since its global launch. Smilegate Vietnam Entering the Vietnam market from 2023, Smilegate Vietnam's mission is to provide stable development & operation of the Smilegate platform and services, expanding beyond the development center to the region and expanding into an Asian hub.",25-99,South-Korea,https://www.smilegate.com/en,Mega Value Innovator in Entertainment headquartered in Korea,Giải trí/ Game,"Quận Bình Thạnh, Hồ Chí Minh"
FPT Software,https://assets.topdev.vn/images/2021/04/12/FPTSOFT-Logo-new-NVf2j.png,"FPT Software là công ty thành viên thuộc Tập đoàn FPT. Được thành lập từ năm 1999, FPT Software hiện là công ty chuyên cung cấp các dịch vụ và giải pháp phần mềm cho các khách hàng quốc tế, với hơn 28000 nhân viên, hiện diện tại 27 quốc gia trên toàn cầu. Nhiều năm liền, FPT Software được bình chọn là Nhà Tuyển dụng được yêu thích nhất và nằm trong TOP các công ty có môi trường làm việc tốt nhất Việt Nam.",Over 1000,Vietnam,https://career.fpt-software.com/,FPT Software - You can make it!,Phần Mềm,"Quận Cầu Giấy, Hà Nội - Thành phố Thủ Đức, Hồ Chí Minh - Quận Ngũ Hành Sơn, Đà Nẵng - Thành phố Qui Nhơn, Bình Định - Quận Cầu Giấy, Hà Nội - Thành phố Thủ Đức, Hồ Chí Minh - Huyện Thạch Thất, Hà Nội"
CÔNG TY CỔ PHẦN NAM TRƯỜNG SƠN HÀ NỘI,https://assets.topdev.vn/images/2024/06/10/TopDev-e2e865882c55219367c23ec51c6a55e9-1718008751.png,"Nam Trường Sơn Hà Nội là Công ty cung cấp các giải pháp Công nghệ thông tin toàn diện uy tín hàng đầu Việt Nam. Bước vào thị trường ICT từ năm 2006, với sự kế thừa tất cả nguồn lực và khả năng của văn phòng đại diện tại Hà Nội thuộc Tập đoàn Nam Trường Sơn (NTS Group), chúng tôi giúp các Doanh nghiệp xây dựng hạ tầng mạng, hệ thống an ninh, bảo mật với các sản phẩm, dịch vụ và giải pháp công nghệ vượt trội, tân tiến nhất. Nam Trường Sơn Hà Nội hiện là đối tác phân phối của nhiều thương hiệu nổi tiếng tại Việt Nam như: Kaspersky, Sophos, Kemp, Delinea, Efficient IP, Penta Security, Owl Cyber Defense, Barracuda, Acronis, MicroFocus, Progess...",,Vietnam,https://ntshanoi.com.vn/,Nam Trường Sơn Hà Nội là Công ty cung cấp các giải pháp Công nghệ thông tin toàn diện uy tín hàng đầu Việt Nam.,"Security, Dịch vụ doanh nghiệp","Quận Thanh Xuân, Hà Nội"
Công ty Cổ phần Symper Việt Nam,https://assets.topdev.vn/images/2024/05/30/TopDev-symper-short-logo.4e42aed8---Kha-Dao-Manh-%281%29-1717056764.png,"Symper là một trong những công ty đi đầu tại Việt Nam trong lĩnh vực Low-code, với sản phẩm chủ đạo là Symper Platform - Nền tảng giúp những người không cần biết code vẫn có thể tạo ra được những ứng dụng phục vụ quá trình quản lý trong doanh nghiệp một cách nhanh chóng và hiệu quả. Chúng tôi tự hào đã ứng dụng Symper Platform để tạo ra được những phần mềm quản lý cho các công ty lớn tại Việt Nam với nghiệp vụ phức tạp trong thời gian ngắn mà cách làm phần mềm truyền thống không thể đạt được. Để thực hiện được tầm nhìn và sứ mệnh của mình, Symper tạo một môi trường làm việc với 5 văn hoá chủ chốt: Chính trực : Ý nghĩ, lời nói, hành động luôn thống nhất với nhau. Bền bỉ : Vượt qua một khó khăn, chán nản, tiêu cực để hướng tới mục tiêu. Tận tâm : Luôn là người chịu trách nhiệm cao nhất và cố gắng hết sức với công việc của mình. Hữu ích : Làm những việc đem lại giá trị cho người dùng, tổ chức, đồng nghiệp, người thân, xã hội. Open-mind : Sẵn sàng tìm tòi, lắng nghe, hành động để biết những điều chưa biết và cập nhật những cái đã biết.",10-24,Vietnam,https://symper.vn,Your business is in your hand,"Dịch vụ doanh nghiệp, B2B Services","Quận Thanh Xuân, Hà Nội"
Woori Bank,https://assets.topdev.vn/images/2022/08/26/TopDev-295509125703921667691438456616260143748810n-MaiAnh-1661489442.jpg,"Ngân hàng Woori Việt Nam là ngân hàng có 100% vốn đầu tư của nước ngoài, có mặt lần đầu tiên tại Việt Nam vào năm 1997, cho đến năm 2017 thì thành lập pháp nhân chính thức với tên gọi Ngân hàng TNHH MTV Woori Việt Nam (Ngân hàng Woori Việt Nam), đặt Hội sở tại Hà Nội. Sau khi thành lập pháp nhân, Ngân hàng Woori Việt Nam đã mở rộng mạng lưới kinh doanh, có mặt ở hầu hết các thành phố lớn như Hà Nội, TP. Hồ Chí Minh, Đà Nẵng, Cần Thơ,… với 24 chi nhánh và phòng giao dịch trên cả nước. Tháng 4/2024, Ngân hàng Woori Việt Nam được chấp thuận nâng tổng số vốn điều lệ lên 12.500 tỷ đồng và trở thành Ngân hàng có vốn điều lệ lớn nhất trong hệ thống các ngân hàng nước ngoài tại Việt Nam. Nhằm mang đến những giải pháp tài chính ưu việt cho người dùng, Ngân hàng Woori Việt Nam cung cấp dải sản phẩm đa dạng, linh hoạt, đáp ứng hiệu quả nhu cầu về nguồn vốn, tích lũy, quản lý tài chính của cả khách hàng cá nhân và khách hàng doanh nghiệp. Là Ngân hàng nước ngoài hoạt động tại Việt Nam, chúng tôi luôn bền bỉ học hỏi và đổi mới để thấu hiểu khách hàng, tối ưu sản phẩm, hoàn thiện dịch vụ, nhằm trở thành đối tác tài chính tin cậy của mỗi người dân và doanh nghiệp Việt Nam.",500-999,South-Korea,https://www.woori.com.vn,Your Trustworthy Partner,Ngân Hàng,"Quận Nam Từ Liêm, Hà Nội - Quận Nam Từ Liêm, Hà Nội"
Tập Đoàn Công nghệ Quảng Ích,https://assets.topdev.vn/images/2024/02/20/TopDev-w9EEnDMj3S0yylcT-1708399043.png,"Tập Đoàn Công nghệ Quảng Ích Tập Đoàn Công Nghệ Quảng Ích - QIG được thành lập trên cơ sở công ty cổ phần phần mềm Quảng Ích và các công ty con. Tập đoàn được hình thành với mục tiêu trở thành Tập đoàn công nghệ số 1 Việt Nam về các giải pháp công nghệ ứng dụng ở lĩnh vực giáo dục và các lĩnh vực có tính xã hội cao. Sau gần 20 năm hình thành và phát triển, công ty đã gặt hái được nhiều thành tựu và mang lại nhiều giá trị thiết thực cho các khách hàng, các sản phẩm và dịch vụ của công ty đã triển khai tới hàng triệu khách hàng trên toàn quốc. Tầm Nhìn Trở thành Tập đoàn công nghệ số 1 trong cung cấp các sản phẩm dịch vụ phần mềm cho giáo dục phổ thông tại Việt nam. Xây dựng tổ chức với các giá trị tốt đẹp, văn minh và lan tỏa xã hội. Sứ mệnh Xây dựng hệ sinh thái phần mềm để chuyển đổi số toàn diện trong giáo dục phổ thông: Quản lý, Thư viện, Học tập và đánh giá, Kết nối nhà trường và gia đình. Giúp ngành giáo dục (nhà quản lý, giáo viên, phụ huynh, học sinh) dễ dàng tiếp cận và ứng dụng công nghệ để nâng cao chất lượng quản lý, giảng dạy và học tập. Sản Phẩm và dịch vụ công ty cung cấp 01. Hệ thống phần mềm thông tin quản lý giáo dục: hiện đang được triển khai trên diện rộng với hơn 50.000 trường học. 02. Ứng dụng truyền thông giáo giáo dục eNetViet hiện đã có hơn 4 triệu phụ huynh, giáo viên và hàng nghìn trường học đang sử dụng. 03. Hệ thống mô hình cổng thông tin điện tử phù hợp với nhiều lĩnh vực khác nhau như: giáo dục, báo điện tử, trang thông tin của các tổ chức, doanh nghiệp. 04. Cung cấp hệ thống quản lý thư viện điện tử văn minh, hiện đại, đơn giản hóa nhưng vẫn đảm bảo tính hiệu quả và tiết kiệm chi phí. 05. Hệ thống quản lý học liệu điện tử và thi lý thi trực tuyến Vstudy, cho phép quản lý và tổ chức kho học liệu điện tử, và tổ chức kỳ thi từ khâu tạo câu hỏi, tạo đề thi và tổ chức thi. 06. Hệ thống tuyển sinh đầu cấp, cho phép tạo kỳ tuyển sinh cấp Sở, Phòng, Trường. Đồng thời hỗ trợ phụ huynh nộp hồ sơ và nhà trường xét duyệt hồ sơ trực tuyến mà không mất thời gian nhập liệu lại thông tin do được đồng bộ từ CSDL ngành của địa phương. 07. Trung tâm điều hành giáo dục thông minh IEOC - Nơi đây đóng vai trò là bộ não chỉ huy toàn bộ các vấn đề về giáo dục thông qua việc kết nối với hệ sinh thái phần mềm cả trong và ngoài tập đoàn. Dữ liệu được thu thập về, đồng thời phân tích, xử lý, lưu trữ, phân loại và trích xuất thành các báo cáo tương ứng, cho phép nhà quản lý giáo dục ở tất cả các cấp học và cấp lãnh đạo đều có thể tương tác, sử dụng. 07. Hệ thống Quản lý học phí - Thanh toán không dùng tiền mặt 08. Hệ thống quản lý hồ sơ điện tử - kiểm định chất lượng 09. Thẻ thông minh E-CarD là sản phẩm thẻ thông minh được tích hợp đồng thời nhiều tính năng của thẻ học sinh, như thẻ thư viện, thẻ điểm danh, thẻ gửi xe…. Ngoài ra thẻ được tích hợp với phần mềm eNetviet là ứng dụng liên lạc giữa nhà trường và phụ huynh giúp thẻ phát huy nhiều tác dụng như khi học sinh điểm danh hệ thống sẽ tự động thông báo cho phụ huynh việc học sinh đến trường hay tan học. Nhờ việc cung cấp những dịch vụ chất lượng cao và mang giá trị thực tế, hiện các sản phẩm của Quảng Ích đã được triển khai trên 18.000+ trường học ở các tỉnh thành lớn và rất nhiều các công ty đối tác. Đó chính là những yếu tố giúp Quảng Ích ngày càng khẳng định được vị thế của mình và nhận được những thành tích cáo trong lĩnh vực hoạt động: Giải thưởng “Nhân tài Đất Việt” năm 2012 Chứng nhận “Sản phẩm Vàng, dịch vụ Vàng” năm 2013 Chứng nhận “Doanh Nghiệp CNTT hàng đầu Việt Nam” Năm 2014 Top 50 doanh nghiệp CNTT hàng đầu Việt Nam năm 2016 Giải thưởng “ Sao khuê trong lĩnh vực GDĐT” Năm 2021",100-499,Vietnam,https://qig.vn/,Mang lại giá trị đích thực,"Software, Phần Mềm, Giáo dục, Triển Khai Phần Mềm","Quận Hoàng Mai, Hà Nội"
WATA Software,https://assets.topdev.vn/images/2024/05/22/TopDev-6JWHlPVP9TeZXPN8-1716363367.png,"WE ARE WATA Our company has a story that makes it unique and inspiring. Our experiential work process creates emotion and engagement between the brand and consumer through UX, web design, mobile development and vital content strategies. PASSION TO CREATION  Across the industry we are known for our expert ability to simplify complex processes and promote clarity. Our beliefs and core competencies in user focused design across multidisciplinary areas allow for seamless consistency and a greater focus on the details that matter. Our highly focused and goal oriented team works one-on-one with a portfolio of clients all over the US, Singapore, AUS and Japan. We are proud to take a highly collaborative approach offering targeted creative capabilities across industry. We are now providing development services with several programming languages and technologies such as .Net, Java, PHP, NodeJS, Python, RoR, Golang, Android, iOS, DevOps, Cloud, Angular, Reactjs, Vuejs,...",25-99,Vietnam,https://watacorp.com,Keep The GOAL in Sight,Phần Mềm,"Quận Phú Nhuận, Hồ Chí Minh"
CÔNG TY CỔ PHẦN TẬP ĐOÀN THIÊN KHÔI,https://assets.topdev.vn/images/2024/05/21/TopDev-Logo-TKG-white_2024-WEB0-1716256229.png,Tập đoàn Môi giới Bất động sản thổ cư chiếm lĩnh toàn bộ thị trường.,Over 1000,Vietnam,https://thienkhoi.com/,Làm môi giới - tới Thiên Khôi,Bất động sản,"Quận Đống Đa, Hà Nội"
South Telecom,https://assets.topdev.vn/images/2020/07/22/logonHXVEqXDWg7m3totbQkEf1JOyXdv92j5-dErSQ.png,"South Telecom là Nhà cung cấp dịch vụ số - DSP (Digital Service Provider) sở hữu sản phẩm có công nghệ tiên tiến, tích hợp hiệu quả các ứng dụng của khách hàng, đồng hành tạo nên giải pháp thành công cho Doanh nghiệp. South Telecom JSC chính thức trở thành thành viên của hiệp hội MMA Global– một trong những hiệp hội tiếp thị di động (Marketing Mobile Association) thương mại phi lợi nhuận hàng đầu trên thế giới bao gồm hơn 800 công ty thành viên trên toàn cầu và 15 văn phòng khu vực, MMA là hiệp hội thương mại tiếp thị duy nhất tập hợp hệ sinh thái đầy đủ của các marketer, công ty martech và các công ty truyền thông cùng hợp tác để kiến tạo tương lai của marketing, đồng thời mang lại sự tăng trưởng không ngừng. Các thành viên của MMA tại Việt Nam cũng rất đa dạng, bao gồm Facebook, Google, CocCoc, Adtima, GroupM, Coca-Cola, Unilever, South Telecom… và rất nhiều tên tuổi lớn khác. Trụ sở toàn cầu của MMA được đặt tại New York với các hoạt động khu vực ở Châu Âu / Trung Đông / Châu Phi (EMEA), Châu Mỹ Latinh (LATAM) và Châu Á Thái Bình Dương (APAC). Giải pháp – dịch vụ được phát triển, tin dùng và ứng dụng thành công ở nhiều Doanh nghiệp lớn trong và ngoài nước bao gồm: Dịch vụ tổng đài IP PBX Cloud – WorldfonePBX Dịch vụ Omni Contact Center thông minh – Worldfone4X Dịch vụ tổng đài gọi tự động Voice Broadcasting – WorldfoneSeft-Services Dịch vụ SMS Brandname, 2way SMS Gateway – WorldSMS Dịch vụ tích hợp Microsoft & Tổng đài PBX - WorldfoneSBC Dịch vụ họp trực tuyến – WorldMEETING Dịch vụ thông báo khẩn cấp – WorldfoneEMERGENCY Dịch vụ Auto call - WorldfoneACS Dịch vụ bảo trì và hỗ trợ kỹ thuật, partner của APC by Schneider Electric - Maintenance Service and Onsite support Benefits of this company: Bonus: 13th-14th month salary & Performance bonus. Health and Social insurance. Annual Health Checkup Team building, Event, Company trip. Time working: from Monday to Friday.",100-499,Vietnam,https://southtelecom.vn/,Nhà cung cấp dịch vụ số - DSP (Digital Service Provider),"Dịch vụ IT, Internet","Quận 3, Hồ Chí Minh - Quận Đống Đa, Hà Nội - Quận 3, Hồ Chí Minh"
TNT MEDIA & ISOCIA,https://assets.topdev.vn/images/2024/05/30/TopDev-13e72ddaf91fbb98e529927c837d5103-1717043291.png,Công Ty TNHH TNT Media & Isocial định hướng phát triển thành Tập đoàn Công nghệ hàng đầu Việt Nam và phát triển mạnh mẽ tại khu vực Đông Nam Á.,25-99,Vietnam,https://www.facebook.com/profile.php?id=100063847864279,TNT Media Chắp cách ước mơ chạm đến thành công.,Giải trí/ Game,"Quận Liên Chiểu, Đà Nẵng"
OS Vietnam Group,https://assets.topdev.vn/images/2024/05/31/TopDev-Logo-OSPV---nhung-nhung-1717145267.png,"Chúng tôi, OS Vietnam Group, được thành lập tại Việt Nam vào năm 2011. Chúng tôi là một công ty dịch vụ nhân sự toàn diện có lịch sử lâu đời. Trụ sở chính là Outsourcing Co., Ltd. tại Nhật Bản và là một trong 5 công ty hàng đầu trong ngành. Chúng tôi có hơn 260 công ty thuộc tập đoàn tại 34 quốc gia trên thế giới và chúng tôi cung cấp nhiều loại dịch vụ nhân sự. Là một công ty có lịch sử lâu đời, chúng tôi tại OS Vietnam Group sẽ tiếp tục nỗ lực để cung cấp những dự án tốt hơn cho khách hàng.",100-499,Japan,https://www.outsourcing-vn.com/,WORKING BEYOND BORDER,B2B Services,"Quận Thanh Xuân, Hà Nội"
"YOONG SOFTWARE CO., LTD.",https://assets.topdev.vn/images/2020/06/24/Yoong-Logo-6tUe4.PNG,"Ở Yoong, chúng tôi không chỉ cung cấp giải pháp công nghệ, chúng tôi là những người đồng hành cùng bạn trên đường tới thành công. Mỗi nhân viên được đào tạo để trở thành full-stack developer – Một người có thể tạo ra sản phẩm từ A tới Z. Họ bao quát được công việc của developer, tester, maintenance, coder, business developer. Được thành lập tại thành phố Hồ Chí Minh – thành phố trẻ, nhiệt huyết, mỗi Yoong-er đều hướng tới tinh thần sống và làm việc của thành phố năng động top đầu khu vực này. Yoong cung cấp cho bạn công cụ để hiện thực hóa ước mơ. Yoong cung cấp môi trường cho các bạn trẻ củng cố ước mơ của khách hàng và chính họ. Ai nói lập trình viên không thể có kỹ năng kinh doanh, giao tiếp. Hãy bắt tay với chúng tôi, bạn sẽ thấy những điều không thể thành có thể!",25-99,Vietnam,https://yoong.vn/en/,BE OUR TEAMMATES & BE A YOONGER,"Product, Fintech, Outsourcing, Dịch vụ IT, Gia công phần mềm, Khác, Dịch vụ","Quận Tân Bình, Hồ Chí Minh - Quận Tân Bình, Hồ Chí Minh"
Public Bank Vietnam (PBVN),https://assets.topdev.vn/images/2023/06/01/TopDev-Screenshot-2023-06-01-160749-1685610482.png,"Public Bank Vietnam (PBVN) là ngân hàng 100% vốn nước ngoài thuộc sở hữu của Public Bank Berhad, Malaysia, một trong những Ngân hàng hàng đầu Malaysia về kết quả hoạt động kinh doanh và quản trị bền vững, nhất quán. Public Bank Vietnam được chuyển đổi từ Ngân hàng liên doanh VID Public - một trong những ngân hàng liên doanh đầu tiên tại Việt Nam, được thành lập ngày 25 tháng 3 năm 1992 với tỷ lệ vốn góp 50:50 giữa Ngân hàng Đầu tư và Phát triển Việt Nam (BIDV) và Public Bank Berhad, Malaysia. Trải qua hơn 30 năm hoạt động hiệu quả tại Việt Nam, hiện nay Public Bank Vietnam đã mở rộng mạng lưới lên 40 chi nhánh và phòng giao dịch (PGD) tại các tỉnh và thành phố chính của Việt Nam. MỤC TIÊU KINH DOANH Là một tổ chức tín dụng hoạt động an toàn, hiệu quả và uy tín hàng đầu Việt Nam TRIẾT LÝ KINH DOANH Public Bank Việt Nam cam kết... Đối với Khách hàng • Cung cấp dịch vụ ngân hàng chuyên nghiệp và hiệu quả •  Không ngừng đổi mới phát triển các sản phẩm và dịch vụ ngân hàng Đối với Nhân viên •  Phát triển lợi ích của nhân viên thông qua lương, thưởng và các phúc lợi hấp dẫn •  Thúc đẩy tinh thần làm việc của nhân viên thông qua đào tạo, phát triển và tạo cơ hội thăng tiến trong sự nghiệp Đối với Cộng đồng •  Luôn hỗ trợ cộng đồng với tinh thần trách nhiệm của doanh nghiệp •  Luôn tuân thủ chặt chẽ các chính sách và mục tiêu quốc gia, góp phần vào sự phát triển chung của đất nước.",Over 1000,Malaysia,https://publicbank.com.vn,"PBVN là một tổ chức tín dụng hoạt động an toàn, hiệu quả và uy tín hàng đầu Việt Nam","Ngân Hàng, Tài Chính","Quận Hoàn Kiếm, Hà Nội - Quận Tân Bình, Hồ Chí Minh - Hà Nội"
Floware,https://assets.topdev.vn/images/2021/03/05/flowarelogo-PhuongQuynh-gEJz8.png,"Overview about Floware Floware designs, develops, and distributes productivity software  Floware is a leader in building innovative software to transform the way people live, play, work, and learn. Our mission is to create smart solutions that benefit everyone and solve their daily challenges. We were the first in Vietnam to develop an iOS app and our first OS X application SmartDay debuted on the Mac App Store at #5. WHY FLOWARE ? We challenge ourselves every day to find better solutions and better ways to do things. We ask difficult questions and work together to solve them. We believe in doing the right things as well as doing things right. We value honesty, hard work, integrity, and transparency. We are committed to transforming people’s lives, will you join us today?",25-99,United States,https://www.floware.com/,"Floware designs, develops, and distributes productivity software",Phần Mềm,"Quận Phú Nhuận, Hồ Chí Minh"
"CyberLogitec Vietnam Co., Ltd.",https://assets.topdev.vn/images/2024/05/02/TopDev-9EqSyPZLpQhzhQGl-1714625830.jpg,"CyberLogitec Vietnam is an ODC (Off-shore Development Center) in Vietnam providing outsourcing service for SW Development, Testing and 24/7 Service Desk. We specialize in IT solutions for logistics business such as shipping, terminal & yard, warehouse, trucking and forwarding. Also we are researching new technologies for web, mobile, virtual reality and machine learning. We have lots of industrial experiences for more than 10 years in logistics business and technology area, and we are providing our service for our global customers in more than 10 countries such as Korea, USA, Thailand, China, Saudi Arabia, Turkey, UAE, Malaysia, India, Japan, Brazil and Singapore. Our top priority is creating customers’ value with high quality and global standard outsourcing service.",500-999,South-Korea,http://cyberlogitec.com.vn/,Off-shore Development Center in Vietnam,Phần Mềm,"Quận Tân Bình, Hồ Chí Minh"
Atech,https://assets.topdev.vn/images/2023/04/24/TopDev-Atech---Dev-Recruitment-1682327932.png,"Công ty ATech chúng tôi thực hiện các dự án phát triển App và Web, Outsource cho khu vực Châu Á cho nhiều loại hình kinh doanh khác nhau. ATech là một môi trường làm việc quốc tế với nhiều thành viên đến từ nhiều quốc gia khác nhau, có kiến thức chuyên môn cùng kĩ năng cao trong việc lập trình, phát triển App, Web. Luôn luôn cập nhật các tính năng mới chính là phương châm hoạt động của chúng tôi. Tinh thần sẵn sàng thử thách, tinh thần đồng đội và khả năng hành động chính là những yếu tốt cần thiết cho sự phát triển.",10-24,Malaysia,atech.com,Together we go,Gia công phần mềm,"Quận 3, Hồ Chí Minh"
CISBOX,https://assets.topdev.vn/images/2022/09/29/TopDev-c187420b560a65d993d146087e3a095d-1664444072.png,"Cisbox Software Ltd is a 100% subsidiary of the German based cisbox Group. We are an exciting, fast growing and international organization providing a market leading and awarded cloud-based procure-to-pay and accounts payable system for thousands of companies across the globe.  Our currently twelve-strong developer team works at our development hubs in HCMC and Germany. Cisbox Software is a rapidly expanding, dynamic company and we are looking for skilled, energetic and enthusiastic developers to contribute to our success. If you love coding and want to work with our like-skilled developers in Vietnam and Europe, then join our local developer team to get part in interesting and exciting new project from the beginning. By joining our team, you will get more than just a job. In addition to an attractive salary and benefits, you also will have opportunities to strengthen your skills, to cooperate within an international environment, and to flower out your creativity. At Cisbox Software, we are committed to maintaining a high level of satisfaction of our employees by trusting and empowering our employees, rewarding initiative and creativity and offering a working environment designed to boost your personal and professional growth.",25-99,Germany,https://www.cisbox.com,Quality is a matter of honor,Phần Mềm,"Quận Gò Vấp, Hồ Chí Minh"
